DateTime, AirPress_hPa
2025/02/01 00:46,887.535488
2025/02/01 00:47,887.557158
2025/02/01 00:48,887.585392
2025/02/01 00:48,887.583422
2025/02/01 00:49,887.616249
2025/02/01 00:49,887.618876
2025/02/01 00:50,887.633312
2025/02/01 00:50,887.631342
2025/02/01 00:51,887.609684
2025/02/01 00:52,887.596542
2025/02/01 00:53,887.566347
2025/02/01 00:54,887.554537
2025/02/01 00:54,887.550596
2025/02/01 00:55,887.50923
2025/02/01 00:55,887.513168
2025/02/01 00:56,887.488873
2025/02/01 00:57,887.477713
2025/02/01 00:57,887.477713
2025/02/01 00:58,887.498068
2025/02/01 00:58,887.490189
2025/02/01 00:59,887.496099
2025/02/01 00:59,887.498726
2025/02/01 01:00,887.546658
2025/02/01 01:00,887.542719
2025/02/01 01:01,887.526958
2025/02/01 01:02,887.541399
2025/02/01 01:02,887.542711
2025/02/01 01:03,887.564384
2025/02/01 01:03,887.566353
2025/02/01 01:04,887.535488
2025/02/01 01:05,887.503975
2025/02/01 01:05,887.503975
2025/02/01 01:06,887.501352
2025/02/01 01:06,887.506603
2025/02/01 01:07,887.468523
2025/02/01 01:07,887.462616
2025/02/01 01:08,887.460646
2025/02/01 01:08,887.453423
2025/02/01 01:09,887.446852
2025/02/01 01:10,887.435688
2025/02/01 01:10,887.437004
2025/02/01 01:11,887.425184
2025/02/01 01:11,887.419931
2025/02/01 01:12,887.443569
2025/02/01 01:12,887.45079
2025/02/01 01:13,887.472458
2025/02/01 01:13,887.47049
2025/02/01 01:14,887.479025
2025/02/01 01:14,887.480337
2025/02/01 01:15,887.536146
2025/02/01 01:15,887.53746
2025/02/01 01:16,887.564379
2025/02/01 01:16,887.564379
2025/02/01 01:17,887.547955
2025/02/01 01:17,887.547955
2025/02/01 01:18,887.528271
2025/02/01 01:18,887.526302
2025/02/01 01:19,887.527618
2025/02/01 01:20,887.508581
2025/02/01 01:20,887.502672
2025/02/01 01:21,887.505955
2025/02/01 01:22,887.494133
2025/02/01 01:23,887.465893
2025/02/01 01:24,887.454735
2025/02/01 01:25,887.482311
2025/02/01 01:26,887.446856
2025/02/01 01:27,887.42453
2025/02/01 01:28,887.388414
2025/02/01 01:29,887.322763
2025/02/01 01:30,887.329325
2025/02/01 01:30,887.326698
2025/02/01 01:31,887.258413
2025/02/01 01:31,887.258413
2025/02/01 01:32,887.249226
2025/02/01 01:32,887.249226
2025/02/01 01:33,887.249874
2025/02/01 01:33,887.255783
2025/02/01 01:34,887.260387
2025/02/01 01:35,887.266945
2025/02/01 01:36,887.264982
2025/02/01 01:37,887.268911
2025/02/01 01:37,887.270226
2025/02/01 01:38,887.276142
2025/02/01 01:39,887.303064
2025/02/01 01:40,887.281395
2025/02/01 01:41,887.299786
2025/02/01 01:41,887.292562
2025/02/01 01:42,887.314219
2025/02/01 01:43,887.325384
2025/02/01 01:43,887.325384
2025/02/01 01:44,887.32407
2025/02/01 01:45,887.328671
2025/02/01 01:45,887.331953
2025/02/01 01:46,887.316187
2025/02/01 01:46,887.316187
2025/02/01 01:47,887.310942
2025/02/01 01:47,887.310942
2025/02/01 01:48,887.292559
2025/02/01 01:49,887.232147
2025/02/01 01:49,887.233459
2025/02/01 01:50,887.221647
2025/02/01 01:51,887.204584
2025/02/01 01:52,887.241995
2025/02/01 01:52,887.243965
2025/02/01 01:53,887.218363
2025/02/01 01:54,887.192097
2025/02/01 01:55,887.187511
2025/02/01 01:55,887.180946
2025/02/01 01:56,887.17963
2025/02/01 01:56,887.178974
2025/02/01 01:57,887.140898
2025/02/01 01:58,887.092968
2025/02/01 01:59,887.063416
2025/02/01 02:00,887.066704
2025/02/01 02:00,887.064735
2025/02/01 02:01,887.060793
2025/02/01 02:02,887.065386
2025/02/01 02:03,887.041092
2025/02/01 02:03,887.037809
2025/02/01 02:04,887.02862
2025/02/01 02:04,887.034529
2025/02/01 02:05,887.011549
2025/02/01 02:06,886.997101
2025/02/01 02:06,886.995131
2025/02/01 02:07,887.002363
2025/02/01 02:07,887.003019
2025/02/01 02:08,886.988573
2025/02/01 02:09,887.010897
2025/02/01 02:09,887.011553
2025/02/01 02:10,887.018127
2025/02/01 02:10,887.018127
2025/02/01 02:11,887.023369
2025/02/01 02:12,887.039776
2025/02/01 02:12,887.039776
2025/02/01 02:13,887.027306
2025/02/01 02:13,887.022055
2025/02/01 02:14,887.040445
2025/02/01 02:15,887.012863
2025/02/01 02:15,887.016146
2025/02/01 02:16,886.997751
2025/02/01 02:16,886.997751
2025/02/01 02:17,886.951145
2025/02/01 02:17,886.950489
2025/02/01 02:18,886.942608
2025/02/01 02:18,886.94392
2025/02/01 02:19,886.913052
2025/02/01 02:19,886.919619
2025/02/01 02:20,886.930792
2025/02/01 02:20,886.924883
2025/02/01 02:21,886.913725
2025/02/01 02:21,886.911755
2025/02/01 02:22,886.897299
2025/02/01 02:22,886.899925
2025/02/01 02:23,886.867096
2025/02/01 02:23,886.867096
2025/02/01 02:24,886.85331
2025/02/01 02:24,886.853968
2025/02/01 02:25,886.862505
2025/02/01 02:26,886.839527
2025/02/01 02:26,886.839527
2025/02/01 02:27,886.85594
2025/02/01 02:27,886.854626
2025/02/01 02:28,886.822453
2025/02/01 02:29,886.815235
2025/02/01 02:29,886.814579
2025/02/01 02:30,886.782402
2025/02/01 02:31,886.813917
2025/02/01 02:31,886.816544
2025/02/01 02:32,886.789619
2025/02/01 02:33,886.778467
2025/02/01 02:34,886.801455
2025/02/01 02:35,886.800785
2025/02/01 02:35,886.799471
2025/02/01 02:36,886.796185
2025/02/01 02:37,886.791592
2025/02/01 02:38,886.754171
2025/02/01 02:38,886.754171
2025/02/01 02:39,886.771248
2025/02/01 02:39,886.779781
2025/02/01 02:40,886.773863
2025/02/01 02:41,886.748251
2025/02/01 02:41,886.748909
2025/02/01 02:42,886.720039
2025/02/01 02:42,886.72201
2025/02/01 02:43,886.698362
2025/02/01 02:43,886.701645
2025/02/01 02:44,886.68787
2025/02/01 02:44,886.688526
2025/02/01 02:45,886.650444
2025/02/01 02:45,886.647818
2025/02/01 02:46,886.625494
2025/02/01 02:47,886.60252
2025/02/01 02:48,886.596609
2025/02/01 02:49,886.584785
2025/02/01 02:49,886.584785
2025/02/01 02:50,886.559843
2025/02/01 02:50,886.555902
2025/02/01 02:51,886.536858
2025/02/01 02:52,886.549334
2025/02/01 02:52,886.553928
2025/02/01 02:53,886.544739
2025/02/01 02:53,886.544739
2025/02/01 02:54,886.515198
2025/02/01 02:54,886.513227
2025/02/01 02:55,886.5257
2025/02/01 02:55,886.52767
2025/02/01 02:56,886.531607
2025/02/01 02:56,886.53686
2025/02/01 02:57,886.538824
2025/02/01 02:57,886.540136
2025/02/01 02:58,886.546701
2025/02/01 02:58,886.542107
2025/02/01 02:59,886.520451
2025/02/01 02:59,886.521765
2025/02/01 03:00,886.520441
2025/02/01 03:00,886.517159
2025/02/01 03:01,886.525694
2025/02/01 03:02,886.509275
2025/02/01 03:02,886.509275
2025/02/01 03:03,886.489584
2025/02/01 03:03,886.489584
2025/02/01 03:04,886.497463
2025/02/01 03:04,886.488928
2025/02/01 03:05,886.456104
2025/02/01 03:06,886.436407
2025/02/01 03:07,886.406204
2025/02/01 03:08,886.3911
2025/02/01 03:08,886.389132
2025/02/01 03:09,886.375343
2025/02/01 03:10,886.350399
2025/02/01 03:11,886.339891
2025/02/01 03:12,886.345798
2025/02/01 03:13,886.339228
2025/02/01 03:13,886.339228
2025/02/01 03:14,886.339226
2025/02/01 03:14,886.339226
2025/02/01 03:15,886.370747
2025/02/01 03:16,886.36615
2025/02/01 03:17,886.369429
2025/02/01 03:18,886.368774
2025/02/01 03:19,886.421961
2025/02/01 03:20,886.386501
2025/02/01 03:21,886.434437
2025/02/01 03:22,886.430494
2025/02/01 03:23,886.458725
2025/02/01 03:24,886.479086
2025/02/01 03:25,886.465956
2025/02/01 03:26,886.475143
2025/02/01 03:26,886.475143
2025/02/01 03:27,886.507317
2025/02/01 03:27,886.502722
2025/02/01 03:28,886.500753
2025/02/01 03:28,886.500753
2025/02/01 03:29,886.493521
2025/02/01 03:29,886.494835
2025/02/01 03:30,886.465952
2025/02/01 03:31,886.435749
2025/02/01 03:31,886.43181
2025/02/01 03:32,886.432465
2025/02/01 03:32,886.437059
2025/02/01 03:33,886.415396
2025/02/01 03:34,886.361555
2025/02/01 03:34,886.360897
2025/02/01 03:35,886.367464
2025/02/01 03:35,886.360243
2025/02/01 03:36,886.361553
2025/02/01 03:36,886.361553
2025/02/01 03:37,886.355648
2025/02/01 03:37,886.355648
2025/02/01 03:38,886.348421
2025/02/01 03:39,886.334637
2025/02/01 03:39,886.334637
2025/02/01 03:40,886.3458
2025/02/01 03:40,886.347769
2025/02/01 03:41,886.337257
2025/02/01 03:41,886.337257
2025/02/01 03:42,886.3307
2025/02/01 03:42,886.326761
2025/02/01 03:43,886.301815
2025/02/01 03:43,886.303785
2025/02/01 03:44,886.328735
2025/02/01 03:44,886.326109
2025/02/01 03:45,886.312317
2025/02/01 03:45,886.315599
2025/02/01 03:46,886.333334
2025/02/01 03:46,886.327425
2025/02/01 03:47,886.330696
2025/02/01 03:47,886.328728
2025/02/01 03:48,886.338575
2025/02/01 03:48,886.342514
2025/02/01 03:49,886.343824
2025/02/01 03:50,886.388466
2025/02/01 03:50,886.388466
2025/02/01 03:51,886.379942
2025/02/01 03:51,886.379942
2025/02/01 03:52,886.365486
2025/02/01 03:52,886.36483
2025/02/01 03:53,886.362869
2025/02/01 03:54,886.394382
2025/02/01 03:54,886.388474
2025/02/01 03:55,886.364174
2025/02/01 03:55,886.364174
2025/02/01 03:56,886.363529
2025/02/01 03:56,886.358276
2025/02/01 03:57,886.382565
2025/02/01 03:58,886.387161
2025/02/01 03:58,886.387161
2025/02/01 03:59,886.385851
2025/02/01 03:59,886.385195
2025/02/01 04:00,886.413425
2025/02/01 04:00,886.408173
2025/02/01 04:01,886.428524
2025/02/01 04:02,886.450188
2025/02/01 04:02,886.456097
2025/02/01 04:03,886.465294
2025/02/01 04:03,886.470547
2025/02/01 04:04,886.457415
2025/02/01 04:04,886.454788
2025/02/01 04:05,886.439684
2025/02/01 04:05,886.436401
2025/02/01 04:06,886.418015
2025/02/01 04:07,886.408169
2025/02/01 04:08,886.416048
2025/02/01 04:09,886.412107
2025/02/01 04:10,886.415401
2025/02/01 04:11,886.419994
2025/02/01 04:11,886.419994
2025/02/01 04:12,886.41539
2025/02/01 04:12,886.420641
2025/02/01 04:13,886.399633
2025/02/01 04:13,886.397665
2025/02/01 04:14,886.426556
2025/02/01 04:14,886.421303
2025/02/01 04:15,886.409491
2025/02/01 04:15,886.402269
2025/02/01 04:16,886.392412
2025/02/01 04:17,886.394384
2025/02/01 04:17,886.389133
2025/02/01 04:18,886.382566
2025/02/01 04:19,886.376659
2025/02/01 04:19,886.37863
2025/02/01 04:20,886.394377
2025/02/01 04:20,886.395689
2025/02/01 04:21,886.39307
2025/02/01 04:21,886.389132
2025/02/01 04:22,886.414728
2025/02/01 04:23,886.413424
2025/02/01 04:23,886.417362
2025/02/01 04:24,886.418676
2025/02/01 04:24,886.418676
2025/02/01 04:25,886.429836
2025/02/01 04:26,886.404232
2025/02/01 04:26,886.403574
2025/02/01 04:27,886.403574
2025/02/01 04:28,886.381907
2025/02/01 04:28,886.37928
2025/02/01 04:29,886.347763
2025/02/01 04:29,886.349075
2025/02/01 04:30,886.322166
2025/02/01 04:31,886.328072
2025/02/01 04:32,886.291958
2025/02/01 04:33,886.292616
2025/02/01 04:34,886.295246
2025/02/01 04:34,886.295246
2025/02/01 04:35,886.295898
2025/02/01 04:36,886.301149
2025/02/01 04:36,886.307714
2025/02/01 04:37,886.314283
2025/02/01 04:37,886.314283
2025/02/01 04:38,886.300499
2025/02/01 04:38,886.303125
2025/02/01 04:39,886.278828
2025/02/01 04:39,886.275545
2025/02/01 04:40,886.244038
2025/02/01 04:41,886.24535
2025/02/01 04:42,886.223675
2025/02/01 04:43,886.23616
2025/02/01 04:44,886.255207
2025/02/01 04:45,886.23221
2025/02/01 04:46,886.235493
2025/02/01 04:47,886.252571
2025/02/01 04:48,886.236811
2025/02/01 04:49,886.229589
2025/02/01 04:50,886.209894
2025/02/01 04:51,886.207273
2025/02/01 04:52,886.170498
2025/02/01 04:52,886.167871
2025/02/01 04:53,886.14817
2025/02/01 04:54,886.112061
2025/02/01 04:55,886.062166
2025/02/01 04:56,886.021454
2025/02/01 04:56,886.018171
2025/02/01 04:57,886.001104
2025/02/01 04:57,886.001104
2025/02/01 04:58,885.975492
2025/02/01 04:58,885.983372
2025/02/01 04:59,885.955793
2025/02/01 05:00,885.940695
2025/02/01 05:00,885.938726
2025/02/01 05:01,885.903267
2025/02/01 05:01,885.899326
2025/02/01 05:02,885.858614
2025/02/01 05:02,885.862553
2025/02/01 05:03,885.829729
2025/02/01 05:03,885.827761
2025/02/01 05:04,885.783772
2025/02/01 05:04,885.78574
2025/02/01 05:05,885.770638
2025/02/01 05:06,885.769985
2025/02/01 05:07,885.731903
2025/02/01 05:08,885.716154
2025/02/01 05:08,885.716154
2025/02/01 05:09,885.713526
2025/02/01 05:09,885.713526
2025/02/01 05:10,885.710894
2025/02/01 05:11,885.682663
2025/02/01 05:12,885.673475
2025/02/01 05:13,885.657711
2025/02/01 05:14,885.636053
2025/02/01 05:15,885.627504
2025/02/01 05:16,885.624229
2025/02/01 05:17,885.607161
2025/02/01 05:18,885.59009
2025/02/01 05:19,885.596661
2025/02/01 05:20,885.598619
2025/02/01 05:21,885.591402
2025/02/01 05:22,885.569082
2025/02/01 05:23,885.585487
2025/02/01 05:24,885.595993
2025/02/01 05:25,885.623573
2025/02/01 05:26,885.642609
2025/02/01 05:27,885.670187
2025/02/01 05:27,885.670187
2025/02/01 05:28,885.648523
2025/02/01 05:28,885.656403
2025/02/01 05:29,885.666906
2025/02/01 05:29,885.666906
2025/02/01 05:30,885.695793
2025/02/01 05:30,885.695137
2025/02/01 05:31,885.676756
2025/02/01 05:31,885.670191
2025/02/01 05:32,885.664936
2025/02/01 05:33,885.677408
2025/02/01 05:34,885.683973
2025/02/01 05:34,885.681349
2025/02/01 05:35,885.684631
2025/02/01 05:35,885.692509
2025/02/01 05:36,885.723373
2025/02/01 05:37,885.719435
2025/02/01 05:37,885.721405
2025/02/01 05:38,885.702358
2025/02/01 05:39,885.725998
2025/02/01 05:39,885.724028
2025/02/01 05:40,885.720089
2025/02/01 05:41,885.729277
2025/02/01 05:41,885.721399
2025/02/01 05:42,885.740448
2025/02/01 05:43,885.760138
2025/02/01 05:44,885.748318
2025/02/01 05:45,885.78968
2025/02/01 05:46,885.790342
2025/02/01 05:46,885.790998
2025/02/01 05:47,885.790337
2025/02/01 05:47,885.790337
2025/02/01 05:48,885.787712
2025/02/01 05:48,885.787712
2025/02/01 05:49,885.832357
2025/02/01 05:49,885.832357
2025/02/01 05:50,885.814642
2025/02/01 05:50,885.814642
2025/02/01 05:51,885.861904
2025/02/01 05:51,885.864531
2025/02/01 05:52,885.874376
2025/02/01 05:53,885.863876
2025/02/01 05:53,885.863876
2025/02/01 05:54,885.899984
2025/02/01 05:55,885.905243
2025/02/01 05:55,885.905243
2025/02/01 05:56,885.92034
2025/02/01 05:56,885.919027
2025/02/01 05:57,885.940044
2025/02/01 05:57,885.936762
2025/02/01 05:58,885.966305
2025/02/01 05:58,885.966305
2025/02/01 05:59,885.977461
2025/02/01 05:59,885.977461
2025/02/01 06:00,886.001097
2025/02/01 06:00,886.001097
2025/02/01 06:01,886.011608
2025/02/01 06:02,886.025387
2025/02/01 06:02,886.032608
2025/02/01 06:03,886.037863
2025/02/01 06:03,886.041803
2025/02/01 06:04,886.043114
2025/02/01 06:04,886.043114
2025/02/01 06:05,886.055595
2025/02/01 06:05,886.052969
2025/02/01 06:06,886.047062
2025/02/01 06:06,886.050999
2025/02/01 06:07,886.059534
2025/02/01 06:08,886.046406
2025/02/01 06:09,886.047716
2025/02/01 06:10,886.059538
2025/02/01 06:11,886.063482
2025/02/01 06:12,886.098272
2025/02/01 06:13,886.078583
2025/02/01 06:13,886.074642
2025/02/01 06:14,886.083834
2025/02/01 06:15,886.073988
2025/02/01 06:16,886.054289
2025/02/01 06:17,886.061501
2025/02/01 06:17,886.05953
2025/02/01 06:18,886.057566
2025/02/01 06:18,886.060848
2025/02/01 06:19,886.09959
2025/02/01 06:19,886.09959
2025/02/01 06:20,886.110086
2025/02/01 06:20,886.10746
2025/02/01 06:21,886.138327
2025/02/01 06:21,886.140297
2025/02/01 06:22,886.151459
2025/02/01 06:22,886.152771
2025/02/01 06:23,886.150801
2025/02/01 06:24,886.177059
2025/02/01 06:24,886.182312
2025/02/01 06:25,886.17444
2025/02/01 06:26,886.21777
2025/02/01 06:26,886.212517
2025/02/01 06:27,886.219082
2025/02/01 06:28,886.207926
2025/02/01 06:29,886.19873
2025/02/01 06:30,886.222366
2025/02/01 06:31,886.207275
2025/02/01 06:32,886.194145
2025/02/01 06:33,886.202019
2025/02/01 06:33,886.206614
2025/02/01 06:34,886.214495
2025/02/01 06:35,886.211863
2025/02/01 06:35,886.205296
2025/02/01 06:36,886.209244
2025/02/01 06:36,886.215811
2025/02/01 06:37,886.241413
2025/02/01 06:37,886.241413
2025/02/01 06:38,886.282116
2025/02/01 06:38,886.282116
2025/02/01 06:39,886.276209
2025/02/01 06:39,886.276209
2025/02/01 06:40,886.287365
2025/02/01 06:40,886.287365
2025/02/01 06:41,886.321508
2025/02/01 06:41,886.321508
2025/02/01 06:42,886.34383
2025/02/01 06:42,886.343174
2025/02/01 06:43,886.364182
2025/02/01 06:43,886.367464
2025/02/01 06:44,886.371403
2025/02/01 06:44,886.364182
2025/02/01 06:45,886.384529
2025/02/01 06:46,886.366146
2025/02/01 06:46,886.366806
2025/02/01 06:47,886.409485
2025/02/01 06:47,886.406857
2025/02/01 06:48,886.412111
2025/02/01 06:49,886.411451
2025/02/01 06:50,886.385187
2025/02/01 06:51,886.414738
2025/02/01 06:52,886.415392
2025/02/01 06:53,886.420641
2025/02/01 06:54,886.421307
2025/02/01 06:55,886.421297
2025/02/01 06:56,886.435751
2025/02/01 06:57,886.442307
2025/02/01 06:57,886.446903
2025/02/01 06:58,886.440348
2025/02/01 06:58,886.442318
2025/02/01 06:59,886.441652
2025/02/01 07:00,886.462667
2025/02/01 07:00,886.463982
2025/02/01 07:01,886.44035
2025/02/01 07:01,886.44035
2025/02/01 07:02,886.446915
2025/02/01 07:02,886.446915
2025/02/01 07:03,886.451504
2025/02/01 07:03,886.448877
2025/02/01 07:04,886.442316
2025/02/01 07:04,886.443628
2025/02/01 07:05,886.449528
2025/02/01 07:05,886.448872
2025/02/01 07:06,886.435749
2025/02/01 07:06,886.432468
2025/02/01 07:07,886.458069
2025/02/01 07:07,886.454128
2025/02/01 07:08,886.452814
2025/02/01 07:09,886.479076
2025/02/01 07:10,886.470543
2025/02/01 07:10,886.471199
2025/02/01 07:11,886.472515
2025/02/01 07:11,886.469233
2025/02/01 07:12,886.477112
2025/02/01 07:12,886.476456
2025/02/01 07:13,886.492214
2025/02/01 07:14,886.508627
2025/02/01 07:14,886.508627
2025/02/01 07:15,886.509289
2025/02/01 07:16,886.5165
2025/02/01 07:16,886.523067
2025/02/01 07:17,886.532267
2025/02/01 07:17,886.530952
2025/02/01 07:18,886.51585
2025/02/01 07:19,886.532921
2025/02/01 07:20,886.549334
2025/02/01 07:20,886.549334
2025/02/01 07:21,886.557207
2025/02/01 07:21,886.555237
2025/02/01 07:22,886.566399
2025/02/01 07:22,886.565084
2025/02/01 07:23,886.575594
2025/02/01 07:23,886.570341
2025/02/01 07:24,886.559832
2025/02/01 07:24,886.559832
2025/02/01 07:25,886.589382
2025/02/01 07:25,886.589382
2025/02/01 07:26,886.589388
2025/02/01 07:27,886.605141
2025/02/01 07:28,886.595293
2025/02/01 07:29,886.622879
2025/02/01 07:29,886.620909
2025/02/01 07:30,886.630747
2025/02/01 07:30,886.630747
2025/02/01 07:31,886.675392
2025/02/01 07:31,886.675394
2025/02/01 07:32,886.676702
2025/02/01 07:33,886.689177
2025/02/01 07:33,886.681955
2025/02/01 07:34,886.680639
2025/02/01 07:34,886.680639
2025/02/01 07:35,886.670137
2025/02/01 07:35,886.674734
2025/02/01 07:36,886.66292
2025/02/01 07:36,886.658981
2025/02/01 07:37,886.675398
2025/02/01 07:37,886.674742
2025/02/01 07:38,886.666204
2025/02/01 07:39,886.665539
2025/02/01 07:39,886.669477
2025/02/01 07:40,886.712814
2025/02/01 07:40,886.704937
2025/02/01 07:41,886.706242
2025/02/01 07:42,886.701645
2025/02/01 07:42,886.707554
2025/02/01 07:43,886.69639
2025/02/01 07:43,886.69639
2025/02/01 07:44,886.706903
2025/02/01 07:45,886.734476
2025/02/01 07:45,886.733162
2025/02/01 07:46,886.721992
2025/02/01 07:46,886.715427
2025/02/01 07:47,886.727255
2025/02/01 07:47,886.732508
2025/02/01 07:48,886.737103
2025/02/01 07:48,886.731194
2025/02/01 07:49,886.754166
2025/02/01 07:50,886.754827
2025/02/01 07:51,886.751549
2025/02/01 07:51,886.757458
2025/02/01 07:52,886.754173
2025/02/01 07:52,886.74695
2025/02/01 07:53,886.765993
2025/02/01 07:53,886.772558
2025/02/01 07:54,886.743668
2025/02/01 07:55,886.776493
2025/02/01 07:55,886.776493
2025/02/01 07:56,886.751541
2025/02/01 07:57,886.778467
2025/02/01 07:57,886.77453
2025/02/01 07:58,886.771891
2025/02/01 07:58,886.768606
2025/02/01 07:59,886.777807
2025/02/01 07:59,886.778465
2025/02/01 08:00,886.77124
2025/02/01 08:01,886.777811
2025/02/01 08:02,886.781744
2025/02/01 08:02,886.777149
2025/02/01 08:03,886.789633
2025/02/01 08:03,886.794228
2025/02/01 08:04,886.756136
2025/02/01 08:05,886.756147
2025/02/01 08:05,886.755489
2025/02/01 08:06,886.778465
2025/02/01 08:07,886.800787
2025/02/01 08:08,886.781752
2025/02/01 08:09,886.80735
2025/02/01 08:10,886.794222
2025/02/01 08:10,886.787001
2025/02/01 08:11,886.813927
2025/02/01 08:12,886.821793
2025/02/01 08:13,886.837555
2025/02/01 08:14,886.850023
2025/02/01 08:15,886.88089
2025/02/01 08:15,886.886143
2025/02/01 08:16,886.874977
2025/02/01 08:17,886.908463
2025/02/01 08:18,886.907158
2025/02/01 08:19,886.915691
2025/02/01 08:20,886.944578
2025/02/01 08:21,886.943926
2025/02/01 08:22,886.978724
2025/02/01 08:23,886.953772
2025/02/01 08:24,886.977406
2025/02/01 08:24,886.977406
2025/02/01 08:25,886.968218
2025/02/01 08:26,886.981342
2025/02/01 08:26,886.981342
2025/02/01 08:27,886.966251
2025/02/01 08:28,886.995123
2025/02/01 08:28,886.991182
2025/02/01 08:29,887.023371
2025/02/01 08:30,887.011559
2025/02/01 08:30,887.009588
2025/02/01 08:31,887.009588
2025/02/01 08:31,887.00565
2025/02/01 08:32,887.01549
2025/02/01 08:32,887.01549
2025/02/01 08:33,887.061449
2025/02/01 08:33,887.061449
2025/02/01 08:34,887.040432
2025/02/01 08:35,887.032562
2025/02/01 08:36,887.050943
2025/02/01 08:36,887.048975
2025/02/01 08:37,887.032558
2025/02/01 08:38,887.037815
2025/02/01 08:38,887.036501
2025/02/01 08:39,887.033873
2025/02/01 08:39,887.033873
2025/02/01 08:40,887.012861
2025/02/01 08:40,887.016144
2025/02/01 08:41,887.041094
2025/02/01 08:41,887.041094
2025/02/01 08:42,887.039125
2025/02/01 08:42,887.040438
2025/02/01 08:43,887.050297
2025/02/01 08:43,887.050297
2025/02/01 08:44,887.032557
2025/02/01 08:44,887.032557
2025/02/01 08:45,887.014174
2025/02/01 08:45,887.014174
2025/02/01 08:46,887.024027
2025/02/01 08:46,887.01746
2025/02/01 08:47,886.993822
2025/02/01 08:47,886.993822
2025/02/01 08:48,886.983315
2025/02/01 08:48,886.977406
2025/02/01 08:49,886.978065
2025/02/01 08:50,886.985285
2025/02/01 08:51,886.962969
2025/02/01 08:52,886.949179
2025/02/01 08:52,886.950493
2025/02/01 08:53,886.973471
2025/02/01 08:53,886.974129
2025/02/01 08:54,886.983973
2025/02/01 08:54,886.983315
2025/02/01 08:55,886.983982
2025/02/01 08:56,886.961649
2025/02/01 08:56,886.962961
2025/02/01 08:57,886.978062
2025/02/01 08:57,886.978062
2025/02/01 08:58,886.971495
2025/02/01 08:58,886.974777
2025/02/01 08:59,886.985285
2025/02/01 09:00,886.951143
2025/02/01 09:00,886.958364
2025/02/01 09:01,886.959679
2025/02/01 09:01,886.95574
2025/02/01 09:02,886.959021
2025/02/01 09:02,886.959677
2025/02/01 09:03,886.937349
2025/02/01 09:03,886.934723
2025/02/01 09:04,886.918976
2025/02/01 09:04,886.919632
2025/02/01 09:05,886.922253
2025/02/01 09:05,886.931444
2025/02/01 09:06,886.953773
2025/02/01 09:07,886.957706
2025/02/01 09:07,886.964273
2025/02/01 09:08,886.993168
2025/02/01 09:08,886.993168
2025/02/01 09:09,886.976751
2025/02/01 09:09,886.976751
2025/02/01 09:10,887.012863
2025/02/01 09:10,887.009581
2025/02/01 09:11,887.012865
2025/02/01 09:12,887.004324
2025/02/01 09:12,887.005638
2025/02/01 09:13,887.024679
2025/02/01 09:13,887.024679
2025/02/01 09:14,887.006952
2025/02/01 09:14,887.004984
2025/02/01 09:15,887.006296
2025/02/01 09:15,887.004324
2025/02/01 09:16,887.00761
2025/02/01 09:16,887.012861
2025/02/01 09:17,887.0319
2025/02/01 09:18,886.985281
2025/02/01 09:18,886.985281
2025/02/01 09:19,886.99185
2025/02/01 09:20,886.997112
2025/02/01 09:21,887.016804
