DateTime,RH_1m[%],RH_3m[%],RH_7m[%],RH_13m[%]
2025/02/01 18:15, 68.584021, 61.825025, 57.695988, 62.877009
2025/02/01 18:30, 66.20062, 59.336425, 55.753106, 61.065624
2025/02/01 18:45, 64.356361, 57.768312, 54.618935, 59.586272
2025/02/01 19:00, 62.900021, 56.285672, 53.011373, 57.807761
2025/02/01 19:15, 61.358207, 54.65181, 51.745705, 56.939875
2025/02/01 19:30, 61.114936, 53.895697, 50.825219, 55.815567
2025/02/01 19:45, 60.427859, 52.919324, 50.568798, 54.868782
2025/02/01 20:00, 59.69147, 52.304571, 50.246628, 54.30334
2025/02/01 20:15, 59.208215, 51.459696, 49.786385, 53.639275
2025/02/01 20:30, 58.445527, 50.986304, 49.326142, 53.192182
2025/02/01 20:45, 58.051033, 50.739745, 48.267583, 53.067259
2025/02/01 21:00, 57.28177, 50.581947, 48.727826, 52.922611
2025/02/01 21:15, 57.42313, 50.831794, 48.293883, 52.67934
2025/02/01 21:30, 57.544765, 50.25649, 48.070336, 52.429494
2025/02/01 21:45, 57.271907, 50.470174, 48.113073, 52.255259
2025/02/01 22:00, 56.568393, 49.924458, 47.78104, 52.081024
2025/02/01 22:15, 56.883988, 49.914595, 47.817202, 51.903502
2025/02/01 22:30, 57.015486, 49.802822, 47.544344, 51.916652
2025/02/01 22:45, 56.759065, 49.924458, 47.577219, 51.758854
2025/02/01 23:00, 56.910288, 50.085543, 47.518045, 51.729267
2025/02/01 23:15, 56.381008, 49.891583, 46.988765, 51.515583
2025/02/01 23:30, 57.446142, 49.911308, 47.061089, 51.709543
2025/02/01 23:45, 56.311972, 49.963907, 47.337235, 51.775292
2025/02/02 00:00, 57.459292, 50.220328, 47.363534, 51.775292
2025/02/02 00:15, 67.084944, 60.713867, 57.051648, 61.463405
2025/02/02 00:30, 79.508216, 76.657997, 66.128296, 83.390693
2025/02/02 00:45, 83.295357, 80.639098, 65.109187, 84.179681
2025/02/02 01:00, 81.737106, 73.771616, 60.381834, 75.645462
2025/02/02 01:15, 82.009965, 74.248296, 63.629835, 75.047147
2025/02/02 01:30, 85.961479, 82.000102, 69.626142, 84.751698
2025/02/02 01:45, 86.313236, 83.584653, 65.063162, 82.105301
2025/02/02 02:00, 83.055374, 77.128102, 61.183972, 77.548896
2025/02/02 02:15, 83.45973, 75.773673, 64.175551, 75.98407
2025/02/02 02:30, 87.164685, 82.887714, 68.058029, 85.629447
2025/02/02 02:45, 87.154823, 84.058046, 66.969883, 83.512329
2025/02/02 03:00, 85.119892, 79.794224, 61.982822, 78.554855
2025/02/02 03:15, 82.095438, 73.814353, 60.388409, 74.547454
2025/02/02 03:30, 79.836961, 70.934547, 59.195065, 70.997009
2025/02/02 03:45, 79.130159, 68.653057, 58.471826, 68.393349
2025/02/02 04:00, 76.76977, 66.710175, 57.271907, 66.756199
2025/02/02 04:15, 75.007697, 65.562855, 56.897138, 65.382045
2025/02/02 04:30, 74.521155, 64.188701, 56.680166, 65.316296
2025/02/02 04:45, 73.140426, 63.61011, 56.246223, 63.889543
2025/02/02 05:00, 71.378353, 62.528539, 55.680782, 62.830984
2025/02/02 05:15, 71.141657, 61.66394, 55.069316, 62.893446
2025/02/02 05:30, 70.319794, 60.47717, 54.954255, 61.811875
2025/02/02 05:45, 69.44862, 59.231227, 54.934531, 61.476555
2025/02/02 06:00, 68.584021, 59.418612, 54.45785, 60.927551
2025/02/02 06:15, 68.567584, 59.3693, 54.119243, 60.539632
2025/02/02 06:30, 68.304588, 58.586887, 54.056782, 60.016928
2025/02/02 06:45, 66.825235, 58.005008, 54.421688, 59.796668
2025/02/02 07:00, 66.848248, 57.985284, 54.546612, 59.839405
2025/02/02 07:15, 65.996798, 57.755162, 54.056782, 59.135891
2025/02/02 07:30, 65.894887, 56.94645, 53.37628, 58.498126
2025/02/02 07:45, 65.526693, 57.308069, 53.271081, 58.606612
2025/02/02 08:00, 66.325543, 57.853786, 53.99432, 58.314029
2025/02/02 08:15, 62.443065, 57.005624, 55.749818, 58.182531
2025/02/02 08:30, 62.817834, 57.761737, 56.321834, 59.661883
2025/02/02 08:45, 63.41615, 58.435664, 57.705851, 61.545592
2025/02/02 09:00, 64.040766, 58.774272, 58.593462, 61.779
2025/02/02 09:15, 62.788247, 58.757834, 57.774887, 62.018984
2025/02/02 09:30, 63.758045, 58.077332, 58.126644, 62.005834
2025/02/02 09:45, 64.813316, 58.941932, 58.639486, 62.492377
2025/02/02 10:00, 66.595114, 59.596134, 59.431761, 64.573333
2025/02/02 10:15, 69.1396, 60.118838, 59.559972, 64.994126
2025/02/02 10:30, 71.457252, 60.404847, 60.940701, 62.77181
2025/02/02 10:45, 74.284458, 60.687567, 61.206984, 61.762563
2025/02/02 11:00, 75.080021, 61.32862, 62.239243, 64.632507
2025/02/02 11:15, 76.007082, 62.702774, 61.519292, 65.714077
2025/02/02 11:30, 77.276037, 62.982207, 61.8316, 64.188701
2025/02/02 11:45, 77.203713, 62.512102, 62.742223, 64.803454
2025/02/02 12:00, 77.180701, 62.183357, 61.709964, 62.439778
2025/02/02 12:15, 76.201041, 61.088636, 62.955907, 62.863859
2025/02/02 12:30, 77.193851, 61.62449, 62.203081, 61.009737
2025/02/02 12:45, 76.171454, 61.772426, 62.324717, 62.472652
2025/02/02 13:00, 75.438353, 61.884199, 61.486417, 61.137948
2025/02/02 13:15, 74.36007, 60.940701, 61.542304, 61.164247
2025/02/02 13:30, 74.15296, 60.792766, 62.074871, 59.080004
2025/02/02 13:45, 73.590806, 59.796668, 61.782288, 58.721672
2025/02/02 14:00, 72.979341, 61.571891, 62.972345, 57.465867
2025/02/02 14:15, 72.03913, 63.902693, 66.318968, 66.966596
2025/02/02 14:30, 72.910304, 66.618126, 66.598401, 69.698466
2025/02/02 14:45, 72.818256, 66.138158, 66.466903, 69.714904
2025/02/02 15:00, 71.986531, 66.38143, 67.236167, 68.344037
2025/02/02 15:15, 71.651211, 65.825851, 66.637851, 69.958175
2025/02/02 15:30, 71.39479, 65.470806, 67.061932, 73.978726
2025/02/02 15:45, 71.447389, 65.250547, 66.798936, 71.845171
2025/02/02 16:00, 71.220555, 64.58977, 66.476766, 71.043033
2025/02/02 16:15, 70.323082, 63.873106, 64.599632, 70.267195
2025/02/02 16:30, 70.346094, 64.11309, 64.750855, 67.315065
2025/02/02 16:45, 72.831406, 67.749009, 67.209867, 64.740992
2025/02/02 17:00, 75.523827, 67.919956, 67.541899, 61.529154
2025/02/02 17:15, 75.99722, 68.422936, 67.393964, 63.656134
2025/02/02 17:30, 74.534304, 68.097478, 66.66415, 64.639081
2025/02/02 17:45, 74.110224, 67.430126, 66.894272, 64.412247
2025/02/02 18:00, 72.660458, 66.966596, 66.463616, 66.391292
2025/02/02 18:15, 73.679568, 65.714077, 61.696814, 66.805511
2025/02/02 18:30, 72.956329, 64.037478, 60.523195, 65.349171
2025/02/02 18:45, 70.839211, 61.982822, 58.807146, 63.889543
2025/02/02 19:00, 69.244798, 60.937413, 57.827486, 62.541689
2025/02/02 19:15, 67.535325, 59.783519, 57.064798, 61.677089
2025/02/02 19:30, 66.39458, 58.840021, 56.27581, 60.819065
2025/02/02 19:45, 65.142061, 58.271292, 55.835292, 59.783519
2025/02/02 20:00, 64.793592, 58.120069, 54.78002, 59.408749
2025/02/02 20:15, 63.882968, 57.235745, 54.046919, 58.987956
2025/02/02 20:30, 63.682434, 56.992474, 54.053494, 58.241705
2025/02/02 20:45, 62.650175, 56.048976, 53.511065, 57.725575
2025/02/02 21:00, 62.528539, 55.654482, 52.758239, 57.071373
2025/02/02 21:15, 61.621203, 55.207389, 52.676053, 56.814952
2025/02/02 21:30, 60.891389, 54.816182, 51.870628, 56.446757
2025/02/02 21:45, 61.183972, 55.039729, 51.850903, 56.473057
2025/02/02 22:00, 61.197122, 54.753721, 51.693105, 56.052263
2025/02/02 22:15, 59.730919, 53.945008, 51.029041, 55.457235
2025/02/02 22:30, 59.139178, 54.234304, 51.015891, 55.851729
2025/02/02 22:45, 60.319373, 53.908846, 50.710158, 55.657769
2025/02/02 23:00, 60.378547, 53.783923, 50.854806, 55.611745
2025/02/02 23:15, 60.049802, 53.524215, 51.09479, 55.513122
2025/02/02 23:30, 60.237187, 53.326968, 50.936992, 55.023292
2025/02/02 23:45, 60.52977, 53.257931, 50.697008, 55.230401
2025/02/03 00:00, 59.783519, 53.136296, 50.562223, 54.885219
2025/02/03 00:15, 60.171438, 53.106709, 50.06253, 54.66496
2025/02/03 00:30, 59.839405, 53.034385, 50.082255, 54.671535
2025/02/03 00:45, 60.187875, 52.810838, 50.420862, 54.563049
2025/02/03 01:00, 59.38245, 52.843713, 50.049381, 54.507162
2025/02/03 01:15, 59.934741, 52.163211, 49.746935, 54.803033
2025/02/03 01:30, 59.721057, 52.495243, 49.559551, 54.622223
2025/02/03 01:45, 59.352863, 52.196085, 49.336004, 54.277041
2025/02/03 02:00, 59.323276, 51.522158, 49.237381, 54.076506
2025/02/03 02:15, 58.369915, 52.265122, 50.190741, 55.082466
2025/02/03 02:30, 60.513332, 54.112668, 51.08164, 56.052263
2025/02/03 02:45, 61.00645, 53.507777, 51.975826, 56.433608
2025/02/03 03:00, 61.305608, 55.256701, 52.153348, 56.509219
2025/02/03 03:15, 60.625106, 53.589964, 51.180263, 55.661057
2025/02/03 03:30, 59.083292, 52.731939, 50.06253, 55.204101
2025/02/03 03:45, 59.55011, 51.472846, 49.806109, 54.369089
2025/02/03 04:00, 59.484361, 51.916652, 49.483939, 54.00747
2025/02/03 04:15, 58.353478, 52.18951, 50.25649, 54.263891
2025/02/03 04:30, 58.57045, 52.879875, 51.193413, 55.266563
2025/02/03 04:45, 58.678936, 53.287518, 51.048765, 55.342174
2025/02/03 05:00, 59.172053, 52.86015, 50.634547, 55.072603
2025/02/03 05:15, 58.241705, 53.083697, 53.211907, 55.220539
2025/02/03 05:30, 60.325948, 54.191567, 51.387373, 56.482919
2025/02/03 05:45, 60.467308, 54.102806, 51.765429, 55.77283
2025/02/03 06:00, 60.299648, 53.412441, 50.700296, 55.246838
2025/02/03 06:15, 60.230612, 52.689203, 50.486611, 54.993705
2025/02/03 06:30, 58.89262, 52.508393, 50.335389, 54.78002
2025/02/03 06:45, 58.432377, 52.69249, 51.176976, 55.207389
2025/02/03 07:00, 58.573737, 53.159308, 51.219713, 55.746531
2025/02/03 07:15, 58.327178, 53.461753, 50.950142, 56.118012
2025/02/03 07:30, 59.405462, 53.662288, 51.446547, 56.328409
2025/02/03 07:45, 59.126029, 53.954871, 51.456409, 56.098288
2025/02/03 08:00, 60.598806, 54.599211, 52.837138, 55.97994
2025/02/03 08:15, 58.672361, 54.727421, 54.98713, 57.058223
2025/02/03 08:30, 59.632296, 55.578871, 55.427648, 59.402174
2025/02/03 08:45, 60.927551, 57.531616, 58.09377, 61.167535
2025/02/03 09:00, 61.713251, 58.718385, 58.718385, 62.623875
2025/02/03 09:15, 63.314239, 58.531, 59.142466, 60.687567
2025/02/03 09:30, 64.126239, 57.24232, 59.352863, 60.917689
2025/02/03 09:45, 65.428069, 58.90577, 59.349575, 63.370126
2025/02/03 10:00, 67.637235, 59.602709, 60.536345, 62.663324
2025/02/03 10:15, 69.497932, 60.276636, 60.628393, 62.038709
2025/02/03 10:30, 72.085155, 63.685721, 61.46998, 63.531211
2025/02/03 10:45, 73.347535, 63.136717, 62.262256, 65.142061
2025/02/03 11:00, 74.067487, 63.725171, 61.085349, 62.775098
2025/02/03 11:15, 74.550742, 63.774482, 61.667227, 65.497106
2025/02/03 11:30, 73.659843, 62.456215, 61.029462, 65.395195
2025/02/03 11:45, 72.897155, 60.427859, 62.955907, 62.883583
2025/02/03 12:00, 71.611762, 60.102401, 60.901251, 62.199794
2025/02/03 12:15, 72.985916, 61.295745, 61.466693, 62.002547
2025/02/03 12:30, 74.563892, 61.361494, 62.180069, 60.296361
2025/02/03 12:45, 75.625738, 62.150482, 61.900636, 60.079389
2025/02/03 13:00, 75.533689, 62.14062, 61.880911, 59.582984
2025/02/03 13:15, 74.817025, 61.13466, 61.578466, 58.803859
2025/02/03 13:30, 74.7973, 62.048571, 62.380604, 57.755162
2025/02/03 13:45, 73.712442, 62.360879, 63.636409, 58.22198
2025/02/03 14:00, 73.827503, 63.882968, 63.225478, 58.399502
2025/02/03 14:15, 71.565738, 64.40896, 66.009948, 67.765446
2025/02/03 14:30, 69.852976, 62.584426, 66.851535, 69.81024
2025/02/03 14:45, 68.99824, 63.928992, 64.471422, 67.104669
2025/02/03 15:00, 68.79113, 62.896733, 65.552992, 68.685932
2025/02/03 15:15, 69.218499, 63.554223, 65.868588, 72.404037
2025/02/03 15:30, 70.185009, 65.483956, 66.240069, 71.799147
2025/02/03 15:45, 71.279729, 65.145349, 66.223632, 70.973997
2025/02/03 16:00, 70.181721, 63.978304, 65.082887, 68.350612
2025/02/03 16:15, 70.293495, 64.034191, 64.767292, 67.449851
2025/02/03 16:30, 68.97194, 62.341154, 63.721883, 66.072409
2025/02/03 16:45, 71.260005, 65.671341, 66.085559, 63.685721
2025/02/03 17:00, 74.751276, 68.136928, 68.393349, 64.165689
2025/02/03 17:15, 74.379794, 67.972555, 67.594499, 62.969057
2025/02/03 17:30, 74.856475, 67.959405, 68.534709, 65.0533
2025/02/03 17:45, 74.767713, 68.284863, 67.900231, 67.121106
2025/02/03 18:00, 73.866952, 68.113916, 67.561624, 66.693737
2025/02/03 18:15, 73.824215, 66.20062, 64.021041, 67.499163
2025/02/03 18:30, 71.973381, 64.040766, 62.916458, 66.480053
2025/02/03 18:45, 69.665592, 62.357592, 61.910498, 65.497106
2025/02/03 19:00, 68.702369, 62.041996, 60.904539, 64.658806
2025/02/03 19:15, 67.538612, 60.920976, 59.51066, 63.560798
2025/02/03 19:30, 66.351843, 59.957753, 58.455389, 62.686336
2025/02/03 19:45, 65.576005, 59.139178, 57.663114, 61.640928
2025/02/03 20:00, 64.967826, 58.807146, 57.245608, 60.950563
2025/02/03 20:15, 64.136102, 58.087195, 56.565106, 60.286498
2025/02/03 20:30, 63.873106, 57.640102, 55.818854, 59.921591
2025/02/03 20:45, 63.001932, 57.584215, 55.473672, 59.303551
2025/02/03 21:00, 63.005219, 56.515794, 54.704409, 59.066855
2025/02/03 21:15, 62.354304, 56.854401, 54.263891, 58.688798
2025/02/03 21:30, 61.499567, 56.453332, 54.217867, 58.484976
2025/02/03 21:45, 61.348345, 55.97994, 53.991033, 58.337041
2025/02/03 22:00, 61.193834, 56.071988, 53.547227, 58.179243
2025/02/03 22:15, 59.918304, 55.549284, 53.175745, 57.554628
2025/02/03 22:30, 60.904539, 55.634757, 53.211907, 57.469154
2025/02/03 22:45, 60.953851, 54.888506, 53.205332, 57.607227
2025/02/03 23:00, 60.414709, 55.286288, 53.32368, 57.446142
2025/02/03 23:15, 60.720442, 55.246838, 52.912749, 56.939875
2025/02/03 23:30, 60.279923, 55.240263, 52.708927, 57.031923
2025/02/03 23:45, 60.585656, 55.016717, 52.271696, 56.821527
2025/02/04 00:00, 59.464636, 54.418401, 51.90679, 56.614417
2025/02/04 00:15, 68.676069, 64.362936, 61.989397, 64.727843
2025/02/04 00:30, 80.349803, 78.492394, 68.866742, 84.357204
2025/02/04 00:45, 84.922645, 81.839017, 69.652442, 86.579519
2025/02/04 01:00, 84.653074, 75.934758, 65.792976, 83.637252
2025/02/04 01:15, 85.073868, 76.233916, 69.149462, 80.622661
2025/02/04 01:30, 88.016135, 84.672799, 70.359244, 86.378985
2025/02/04 01:45, 89.235779, 85.169204, 70.359244, 86.099552
2025/02/04 02:00, 86.911552, 80.063795, 66.983033, 81.674645
2025/02/04 02:15, 87.348783, 79.340556, 69.297397, 80.244604
2025/02/04 02:30, 89.574386, 85.675471, 70.911535, 85.622872
2025/02/04 02:45, 89.29824, 86.365835, 71.437527, 85.652459
2025/02/04 03:00, 87.125236, 81.270289, 67.624086, 82.411033
2025/02/04 03:15, 85.034418, 77.604782, 65.368895, 78.916475
2025/02/04 03:30, 82.920588, 71.506564, 64.053915, 76.381851
2025/02/04 03:45, 81.539859, 69.580118, 63.426013, 74.412669
2025/02/04 04:00, 81.16509, 67.808183, 62.209656, 71.532863
2025/02/04 04:15, 79.761349, 67.584636, 61.611341, 70.112685
2025/02/04 04:30, 77.065641, 65.405057, 60.33581, 68.64977
2025/02/04 04:45, 76.046531, 64.126239, 60.201025, 68.15994
2025/02/04 05:00, 74.731551, 63.62326, 59.71777, 67.315065
2025/02/04 05:15, 74.248296, 62.653462, 59.819681, 66.151308
2025/02/04 05:30, 73.156863, 62.706061, 58.964944, 65.562855
2025/02/04 05:45, 72.029268, 61.548879, 58.103632, 64.921802
2025/02/04 06:00, 71.302742, 60.861802, 57.998434, 64.494434
2025/02/04 06:15, 71.260005, 60.822353, 57.663114, 64.182126
2025/02/04 06:30, 70.388831, 60.394984, 57.110822, 64.037478
2025/02/04 06:45, 70.046936, 60.677705, 57.370531, 62.452928
2025/02/04 07:00, 69.060701, 60.352247, 57.38368, 62.936183
2025/02/04 07:15, 68.34075, 59.66517, 57.051648, 62.768523
2025/02/04 07:30, 66.825235, 59.208215, 56.190336, 62.11432
2025/02/04 07:45, 66.526078, 59.043842, 56.9333, 61.732976
2025/02/04 08:00, 66.841673, 59.037268, 56.24951, 61.272733
2025/02/04 08:15, 63.547648, 58.307454, 56.880701, 60.079389
2025/02/04 08:30, 63.935567, 59.162191, 58.047745, 61.8053
2025/02/04 08:45, 63.840231, 59.405462, 58.642774, 63.100555
2025/02/04 09:00, 65.299859, 60.460733, 58.793996, 63.965154
2025/02/04 09:15, 64.136102, 60.062952, 59.089867, 62.370741
2025/02/04 09:30, 63.705446, 58.284442, 58.86632, 62.097883
2025/02/04 09:45, 63.028231, 58.077332, 58.941932, 62.495664
2025/02/04 10:00, 63.350401, 59.139178, 59.530385, 63.143292
2025/02/04 10:15, 63.465462, 59.277251, 60.773041, 66.460329
2025/02/04 10:30, 65.911324, 59.928166, 61.532442, 61.640928
2025/02/04 10:45, 64.297187, 59.204927, 59.464636, 60.473883
2025/02/04 11:00, 65.441219, 60.911114, 61.095211, 64.678531
2025/02/04 11:15, 68.399924, 60.792766, 61.266158, 62.827697
2025/02/04 11:30, 69.922013, 61.404231, 61.446968, 63.79092
2025/02/04 11:45, 72.331713, 61.841462, 60.549494, 63.498337
2025/02/04 12:00, 72.19364, 60.648118, 61.253009, 57.794612
2025/02/04 12:15, 73.49547, 60.289786, 60.874952, 61.535729
2025/02/04 12:30, 71.141657, 60.773041, 62.245818, 60.010353
2025/02/04 12:45, 68.787843, 59.767081, 61.949948, 58.527713
2025/02/04 13:00, 68.712231, 61.746126, 61.032749, 61.256296
2025/02/04 13:15, 68.899616, 60.411421, 62.328005, 59.310126
2025/02/04 13:30, 66.463616, 59.093154, 61.532442, 62.180069
2025/02/04 13:45, 64.816604, 60.496895, 61.476555, 64.737705
2025/02/04 14:00, 66.00666, 60.552782, 61.989397, 61.762563
2025/02/04 14:15, 68.051454, 63.91913, 64.625932, 63.051243
2025/02/04 14:30, 69.116588, 63.77777, 65.191373, 63.758045
2025/02/04 14:45, 69.478207, 63.948717, 65.174936, 61.338482
2025/02/04 15:00, 69.77079, 63.922418, 66.167746, 70.224458
2025/02/04 15:15, 69.123163, 63.57066, 65.589154, 72.841268
2025/02/04 15:30, 71.029883, 63.241915, 64.612782, 72.229802
2025/02/04 15:45, 70.510466, 62.729073, 65.109187, 71.930644
2025/02/04 16:00, 70.651827, 63.961867, 64.264312, 70.319794
2025/02/04 16:15, 69.455195, 61.617915, 63.169592, 68.268426
2025/02/04 16:30, 69.428895, 62.374029, 63.560798, 67.702984
2025/02/04 16:45, 72.857705, 66.591827, 66.674013, 64.139389
2025/02/04 17:00, 75.382466, 67.64381, 67.226304, 63.481899
2025/02/04 17:15, 75.82956, 67.65696, 66.480053, 62.745511
2025/02/04 17:30, 74.777576, 67.67011, 66.138158, 65.707503
2025/02/04 17:45, 73.679568, 66.851535, 66.305818, 60.983438
2025/02/04 18:00, 72.900442, 66.36828, 66.05926, 65.58258
2025/02/04 18:15, 72.19364, 65.145349, 62.528539, 65.763389
2025/02/04 18:30, 70.687989, 62.623875, 61.391081, 64.530596
2025/02/04 18:45, 69.208636, 61.522579, 59.957753, 63.097268
2025/02/04 19:00, 67.716134, 60.427859, 58.182531, 62.229381
2025/02/04 19:15, 65.921187, 59.306838, 57.613802, 61.479843
2025/02/04 19:30, 64.668669, 58.494838, 56.992474, 60.575794
2025/02/04 19:45, 64.310337, 58.268004, 56.328409, 59.790093
2025/02/04 20:00, 63.649559, 57.465867, 55.289575, 59.198353
2025/02/04 20:15, 62.275405, 56.841251, 54.770158, 58.692085
2025/02/04 20:30, 62.29513, 56.686741, 53.780636, 58.514563
2025/02/04 20:45, 60.983438, 55.996377, 53.849672, 57.672976
2025/02/04 21:00, 61.180685, 55.973365, 53.682012, 57.834061
2025/02/04 21:15, 61.121511, 56.052263, 52.738514, 57.636814
2025/02/04 21:30, 62.245818, 55.164652, 53.109996, 57.472442
2025/02/04 21:45, 59.444911, 55.023292, 52.314433, 57.064798
2025/02/04 22:00, 59.770369, 55.171227, 51.791729, 57.071373
2025/02/04 22:15, 59.093154, 54.352652, 51.910077, 56.732765
2025/02/04 22:30, 58.872895, 53.593251, 51.04219, 56.24951
2025/02/04 22:45, 59.451486, 53.69845, 51.025753, 55.835292
2025/02/04 23:00, 58.018158, 52.948911, 50.263065, 55.77283
2025/02/04 23:15, 59.444911, 53.550514, 50.795632, 55.559146
2025/02/04 23:30, 59.596134, 52.929186, 50.821931, 55.319162
2025/02/04 23:45, 59.740782, 52.975211, 50.371551, 55.273138
2025/02/05 00:00, 59.500798, 52.708927, 50.414288, 55.043016
2025/02/05 00:15, 58.958369, 52.577429, 49.937607, 55.10219
2025/02/05 00:30, 58.987956, 52.823988, 50.118417, 54.829332
2025/02/05 00:45, 59.254239, 52.436069, 50.036231, 54.773446
2025/02/05 01:00, 59.185203, 52.304571, 49.973769, 54.918093
2025/02/05 01:15, 59.112879, 52.51168, 50.128279, 54.776733
2025/02/05 01:30, 58.882757, 51.860765, 49.694336, 54.796458
2025/02/05 01:45, 59.007681, 52.051437, 49.460927, 54.500587
2025/02/05 02:00, 58.452102, 52.258547, 49.562838, 54.671535
2025/02/05 02:15, 57.962272, 52.07445, 49.615437, 54.566336
2025/02/05 02:30, 58.19568, 51.860765, 49.234093, 54.385527
2025/02/05 02:45, 58.189106, 52.514968, 49.602287, 54.046919
2025/02/05 03:00, 58.465251, 51.673381, 49.293267, 53.895697
