DateTime,H2O_in(mmol/mol),H2O_out(mmol/mol)
2025/02/02 23:56:37,10.99,-9999
2025/02/02 23:58:53,-9999,10.98
2025/02/03 01:56:38,11.52,-9999
2025/02/03 01:58:53,-9999,11.87
2025/02/03 03:56:37,10.62,-9999
2025/02/03 03:58:53,-9999,10.8
2025/02/03 05:56:37,10.68,-9999
2025/02/03 05:58:53,-9999,10.82
2025/02/03 07:56:37,12.17,-9999
2025/02/03 07:58:53,-9999,12.42
2025/02/03 09:56:38,12.77,-9999
2025/02/03 09:58:54,-9999,12.76
2025/02/03 11:56:38,14.82,-9999
2025/02/03 11:58:53,-9999,14.68
2025/02/03 13:56:38,14.84,-9999
2025/02/03 13:58:53,-9999,15.17
2025/02/03 15:56:37,16.26,-9999
2025/02/03 15:58:53,-9999,16.55
2025/02/03 17:56:38,16.02,-9999
2025/02/03 17:58:53,-9999,16.02
2025/02/03 19:56:38,14.81,-9999
2025/02/03 19:58:53,-9999,14.74
2025/02/03 21:56:38,12.87,-9999
2025/02/03 21:58:54,-9999,13.01
2025/02/03 23:56:38,11.99,-9999
2025/02/03 23:58:53,-9999,12.11
2025/02/04 01:56:38,11.48,-9999
2025/02/04 01:58:54,-9999,11.68
2025/02/04 03:56:38,11.09,-9999
2025/02/04 03:58:53,-9999,11
2025/02/04 05:56:38,10.62,-9999
2025/02/04 05:58:53,-9999,10.72
2025/02/04 07:56:37,10.42,-9999
2025/02/04 07:58:53,-9999,10.37
2025/02/04 09:56:37,12.21,-9999
2025/02/04 09:58:53,-9999,12.14
2025/02/04 11:56:38,14.66,-9999
2025/02/04 11:58:53,-9999,14.95
2025/02/04 13:56:37,14.38,-9999
2025/02/04 13:58:53,-9999,14.59
2025/02/04 15:56:37,14.34,-9999
2025/02/04 15:58:53,-9999,14.83
2025/02/04 17:56:37,12.7,-9999
2025/02/04 17:58:53,-9999,12.71
2025/02/04 19:56:37,11.21,-9999
2025/02/04 19:58:53,-9999,11.26
2025/02/04 21:56:37,10.85,-9999
2025/02/04 21:58:53,-9999,10.16
2025/02/04 23:56:38,9.655,-9999
2025/02/04 23:58:53,-9999,9.783
2025/02/05 01:56:38,9.36,-9999
2025/02/05 01:58:53,-9999,9.315
2025/02/05 03:56:37,9.221,-9999
2025/02/05 03:58:53,-9999,9.197
2025/02/05 05:56:37,9.083,-9999
2025/02/05 05:58:53,-9999,9.233
2025/02/05 07:56:37,8.749,-9999
2025/02/05 07:58:53,-9999,8.706
2025/02/05 09:56:38,9.443,-9999
2025/02/05 09:58:53,-9999,9.774
2025/02/05 11:56:37,11.37,-9999
2025/02/05 11:58:53,-9999,11.74
2025/02/05 13:56:37,12.59,-9999
2025/02/05 13:58:53,-9999,13.02
2025/02/05 15:56:38,13.22,-9999
2025/02/05 15:58:53,-9999,12.81
2025/02/05 17:56:37,11.87,-9999
2025/02/05 17:58:53,-9999,11.84
2025/02/05 19:56:37,11.19,-9999
2025/02/05 19:58:53,-9999,11.12
2025/02/05 21:56:38,10.23,-9999
2025/02/05 21:58:53,-9999,10.18
2025/02/05 23:56:37,9.657,-9999
2025/02/05 23:58:53,-9999,9.609
2025/02/06 01:56:38,8.921,-9999
2025/02/06 01:58:53,-9999,9.104
2025/02/06 03:56:37,8.756,-9999
2025/02/06 03:58:53,-9999,8.854
2025/02/06 05:56:37,8.486,-9999
2025/02/06 05:58:53,-9999,8.667
2025/02/06 07:56:38,8.298,-9999
2025/02/06 07:58:54,-9999,8.285
2025/02/06 09:56:38,8.925,-9999
2025/02/06 09:58:53,-9999,9.257
2025/02/06 11:56:37,10.8,-9999
2025/02/06 11:58:53,-9999,11.18
2025/02/06 13:56:37,12.06,-9999
2025/02/06 13:58:53,-9999,12.03
2025/02/06 15:56:38,12.31,-9999
2025/02/06 15:58:53,-9999,12.29
2025/02/06 17:56:38,11.73,-9999
2025/02/06 17:58:53,-9999,11.66
2025/02/06 19:56:38,10.56,-9999
2025/02/06 19:58:53,-9999,10.79
2025/02/06 21:56:37,10.12,-9999
2025/02/06 21:58:53,-9999,10.08
2025/02/06 23:56:37,9.593,-9999
2025/02/06 23:58:53,-9999,9.702
2025/02/07 01:56:38,9.183,-9999
2025/02/07 01:58:53,-9999,9.357
2025/02/07 03:56:37,8.971,-9999
2025/02/07 03:58:53,-9999,9.092
2025/02/07 05:56:37,8.584,-9999
2025/02/07 05:58:53,-9999,8.728
2025/02/07 07:56:37,8.367,-9999
2025/02/07 07:58:53,-9999,8.476
2025/02/07 09:56:37,8.861,-9999
2025/02/07 09:58:53,-9999,9.086
2025/02/07 11:56:37,10.25,-9999
2025/02/07 11:58:53,-9999,10.42
2025/02/07 13:56:37,11.46,-9999
2025/02/07 13:58:53,-9999,11.52
2025/02/07 15:56:38,11.27,-9999
2025/02/07 15:58:53,-9999,11.68
2025/02/07 17:56:37,10.59,-9999
2025/02/07 17:58:53,-9999,10.48
2025/02/07 19:56:38,9.679,-9999
2025/02/07 19:58:53,-9999,9.797
2025/02/07 21:56:37,9.888,-9999
2025/02/07 21:58:53,-9999,9.934
2025/02/07 23:56:37,9.443,-9999
2025/02/07 23:58:53,-9999,9.405
2025/02/08 01:56:38,9.243,-9999
2025/02/08 01:58:53,-9999,9.217
2025/02/08 03:56:37,8.909,-9999
2025/02/08 03:58:53,-9999,8.981
2025/02/08 05:56:37,8.684,-9999
2025/02/08 05:58:53,-9999,8.727
2025/02/08 07:56:37,8.963,-9999
2025/02/08 07:58:53,-9999,9.24
2025/02/08 09:56:37,9.507,-9999
2025/02/08 09:58:53,-9999,9.717
2025/02/08 11:56:37,11.57,-9999
2025/02/08 11:58:53,-9999,11.74
2025/02/08 13:56:37,11.89,-9999
2025/02/08 13:58:53,-9999,12
2025/02/08 15:56:37,11.88,-9999
2025/02/08 15:58:53,-9999,12.25
2025/02/08 17:56:37,11.05,-9999
2025/02/08 17:58:53,-9999,11.06
2025/02/08 19:56:38,10.05,-9999
2025/02/08 19:58:53,-9999,10.12
2025/02/08 21:56:38,9.6,-9999
2025/02/08 21:58:53,-9999,9.801
2025/02/08 23:56:37,9.687,-9999
2025/02/08 23:58:53,-9999,9.629
2025/02/09 01:56:38,9.227,-9999
2025/02/09 01:58:53,-9999,9.211
2025/02/09 03:56:37,9.015,-9999
2025/02/09 03:58:52,-9999,9.004
2025/02/09 05:56:37,8.613,-9999
2025/02/09 05:58:53,-9999,8.615
2025/02/09 07:56:37,7.95,-9999
2025/02/09 07:58:53,-9999,8.135
2025/02/09 09:56:37,8.653,-9999
2025/02/09 09:58:53,-9999,8.754
2025/02/09 11:56:37,9.56,-9999
2025/02/09 11:58:53,-9999,9.604
2025/02/09 13:56:38,10.55,-9999
2025/02/09 13:58:53,-9999,10.75
2025/02/09 15:56:38,4.648,-9999
2025/02/09 15:58:54,-9999,4.475
2025/02/09 17:56:37,4.946,-9999
2025/02/09 17:58:52,-9999,5.223
2025/02/09 19:56:38,-0.1771,-9999
2025/02/09 19:58:53,-9999,-0.1226
2025/02/09 21:56:38,-0.757,-9999
2025/02/09 21:58:53,-9999,-0.7932
2025/02/09 23:56:37,-0.9199,-9999
2025/02/09 23:58:53,-9999,-0.8672
2025/02/10 01:56:37,-0.895,-9999
2025/02/10 01:58:53,-9999,-0.8063
2025/02/10 03:56:38,-0.6088,-9999
2025/02/10 03:58:53,-9999,-0.5308
2025/02/10 05:56:38,0.7264,-9999
2025/02/10 05:58:53,-9999,0.9029
2025/02/10 07:56:37,-1.172,-9999
2025/02/10 07:58:53,-9999,-1.089
2025/02/10 09:56:38,-1.445,-9999
2025/02/10 09:58:53,-9999,-1.49
2025/02/10 11:56:37,-1.08,-9999
2025/02/10 11:58:53,-9999,-1.105
2025/02/10 13:56:37,2.184,-9999
2025/02/10 13:58:53,-9999,2.161
2025/02/10 15:56:37,1.681,-9999
2025/02/10 15:58:53,-9999,1.676
2025/02/10 17:56:37,7.856,-9999
2025/02/10 17:58:53,-9999,7.963
2025/02/10 19:56:38,-1.266,-9999
2025/02/10 19:58:53,-9999,-1.304
2025/02/10 21:56:38,-1.583,-9999
2025/02/10 21:58:53,-9999,-1.534
2025/02/10 23:56:37,-1.291,-9999
2025/02/10 23:58:53,-9999,-1.232
2025/02/11 01:56:37,2.178,-9999
2025/02/11 01:58:53,-9999,2.363
2025/02/11 03:56:38,4.806,-9999
2025/02/11 03:58:53,-9999,4.725
2025/02/11 05:56:37,4.931,-9999
2025/02/11 05:58:53,-9999,4.901
2025/02/11 07:56:37,-1.27,-9999
2025/02/11 07:58:53,-9999,-1.263
2025/02/11 09:56:37,6.092,-9999
2025/02/11 09:58:53,-9999,6.737
2025/02/11 11:56:37,10.26,-9999
2025/02/11 11:58:53,-9999,11.3
2025/02/11 13:56:38,17.29,-9999
2025/02/11 13:58:54,-9999,17.41
2025/02/11 15:56:38,13.68,-9999
2025/02/11 15:58:53,-9999,13.4
2025/02/11 17:56:37,23.65,-9999
2025/02/11 17:58:53,-9999,23.46
2025/02/11 19:56:38,5.089,-9999
2025/02/11 19:58:53,-9999,4.94
2025/02/11 21:56:37,1.068,-9999
2025/02/11 21:58:53,-9999,1.899
2025/02/11 23:56:38,10.11,-9999
2025/02/11 23:58:53,-9999,7.179
2025/02/12 01:56:37,-0.02993,-9999
2025/02/12 01:58:53,-9999,-0.6985
2025/02/12 03:56:37,3.831,-9999
2025/02/12 03:58:53,-9999,1.972
2025/02/12 05:56:37,1.052,-9999
2025/02/12 05:58:53,-9999,1.469
2025/02/12 07:56:38,-1.19,-9999
2025/02/12 07:58:53,-9999,-1.064
2025/02/12 09:56:38,17.23,-9999
2025/02/12 09:58:53,-9999,17.55
2025/02/12 11:56:38,19.78,-9999
2025/02/12 11:58:54,-9999,20.35
2025/02/12 13:56:38,20.14,-9999
2025/02/12 13:58:54,-9999,18.93
2025/02/12 15:56:38,18.14,-9999
2025/02/12 15:58:53,-9999,18.14
2025/02/12 17:56:37,17.45,-9999
2025/02/12 17:58:53,-9999,17.35
2025/02/12 19:56:38,16,-9999
2025/02/12 19:58:53,-9999,15.97
2025/02/12 21:56:37,15.63,-9999
2025/02/12 21:58:53,-9999,15.57
2025/02/12 23:56:38,15.31,-9999
2025/02/12 23:58:54,-9999,15.29
2025/02/13 01:56:38,15.09,-9999
2025/02/13 01:58:54,-9999,14.98
2025/02/13 03:56:38,14.94,-9999
2025/02/13 03:58:54,-9999,14.85
2025/02/13 05:56:38,14.98,-9999
2025/02/13 05:58:53,-9999,15.09
2025/02/13 07:56:37,15.01,-9999
2025/02/13 07:58:53,-9999,15.03
2025/02/13 09:56:38,17.96,-9999
2025/02/13 09:58:54,-9999,18.09
2025/02/13 11:56:37,22.02,-9999
2025/02/13 11:58:53,-9999,22.04
2025/02/13 13:56:38,22.24,-9999
2025/02/13 13:58:53,-9999,22.31
2025/02/13 15:56:38,21.03,-9999
2025/02/13 15:58:53,-9999,21.01
2025/02/13 17:56:37,21.5,-9999
2025/02/13 17:58:53,-9999,21.59
2025/02/13 19:56:37,19.45,-9999
2025/02/13 19:58:53,-9999,19.49
2025/02/13 21:56:38,17.75,-9999
2025/02/13 21:58:53,-9999,17.64
2025/02/13 23:56:38,16.45,-9999
2025/02/13 23:58:53,-9999,16.49
2025/02/14 01:56:38,15.59,-9999
2025/02/14 01:58:53,-9999,15.59
2025/02/14 03:56:38,15.19,-9999
2025/02/14 03:58:53,-9999,15.16
2025/02/14 05:56:38,14.91,-9999
2025/02/14 05:58:53,-9999,14.85
2025/02/14 07:56:37,15.02,-9999
2025/02/14 07:58:53,-9999,15.05
2025/02/14 09:56:37,15.7,-9999
2025/02/14 09:58:53,-9999,15.74
2025/02/14 11:56:37,17.43,-9999
2025/02/14 11:58:53,-9999,17.47
2025/02/14 13:56:38,18.04,-9999
2025/02/14 13:58:53,-9999,17.95
2025/02/14 15:56:37,20.8,-9999
2025/02/14 15:58:53,-9999,20.78
2025/02/14 17:56:38,20.84,-9999
2025/02/14 17:58:53,-9999,20.78
2025/02/14 19:56:38,18.28,-9999
2025/02/14 19:58:53,-9999,18.25
2025/02/14 21:56:37,17.31,-9999
2025/02/14 21:58:53,-9999,17.29
2025/02/14 23:56:38,16.03,-9999
2025/02/14 23:58:53,-9999,16.01
2025/02/15 01:56:37,14.35,-9999
2025/02/15 01:58:53,-9999,14.37
2025/02/15 03:56:37,13.89,-9999
2025/02/15 03:58:53,-9999,13.9
2025/02/15 05:56:38,14.05,-9999
2025/02/15 05:58:54,-9999,14.04
2025/02/15 07:56:38,13.95,-9999
2025/02/15 07:58:53,-9999,13.93
2025/02/15 09:56:38,16.73,-9999
2025/02/15 09:58:53,-9999,16.77
2025/02/15 11:56:38,19.84,-9999
2025/02/15 11:58:53,-9999,19.91
2025/02/15 13:56:38,21.9,-9999
2025/02/15 13:58:53,-9999,21.88
2025/02/15 15:56:38,21.58,-9999
2025/02/15 15:58:53,-9999,21.55
2025/02/15 17:56:39,22.81,-9999
2025/02/15 17:58:54,-9999,22.73
2025/02/15 19:56:38,18.01,-9999
2025/02/15 19:58:54,-9999,17.95
2025/02/15 21:56:38,16,-9999
2025/02/15 21:58:53,-9999,15.96
2025/02/15 23:56:38,14.98,-9999
2025/02/15 23:58:53,-9999,14.92
2025/02/16 01:56:38,14.49,-9999
2025/02/16 01:58:54,-9999,14.49
2025/02/16 03:56:37,14.38,-9999
2025/02/16 03:58:53,-9999,14.39
2025/02/16 05:56:38,14.32,-9999
2025/02/16 05:58:53,-9999,14.38
2025/02/16 07:56:38,14.16,-9999
2025/02/16 07:58:53,-9999,14.19
2025/02/16 09:56:38,17.88,-9999
2025/02/16 09:58:53,-9999,17.94
2025/02/16 11:56:38,21.46,-9999
2025/02/16 11:58:53,-9999,21.55
2025/02/16 13:56:38,23.45,-9999
2025/02/16 13:58:53,-9999,23.47
2025/02/16 15:56:38,22.3,-9999
2025/02/16 15:58:54,-9999,22.29
2025/02/16 17:56:38,23.59,-9999
2025/02/16 17:58:53,-9999,23.5
2025/02/16 19:56:38,19.82,-9999
2025/02/16 19:58:53,-9999,19.78
2025/02/16 21:56:38,17.53,-9999
2025/02/16 21:58:53,-9999,17.51
2025/02/16 23:56:38,16.06,-9999
2025/02/16 23:58:53,-9999,16.06
2025/02/17 01:56:38,15.54,-9999
2025/02/17 01:58:53,-9999,15.55
2025/02/17 03:56:37,15.36,-9999
2025/02/17 03:58:53,-9999,15.36
2025/02/17 05:56:38,15.3,-9999
2025/02/17 05:58:53,-9999,15.3
2025/02/17 07:56:38,15.61,-9999
2025/02/17 07:58:53,-9999,15.62
2025/02/17 09:56:37,17.74,-9999
2025/02/17 09:58:53,-9999,17.83
2025/02/17 11:56:38,20.71,-9999
2025/02/17 11:58:53,-9999,20.79
2025/02/17 13:56:37,21.96,-9999
2025/02/17 13:58:53,-9999,21.96
2025/02/17 15:56:38,20.42,-9999
2025/02/17 15:58:53,-9999,20.38
2025/02/17 17:56:38,20.68,-9999
2025/02/17 17:58:53,-9999,20.67
2025/02/17 19:56:37,18.51,-9999
2025/02/17 19:58:53,-9999,18.5
2025/02/17 21:56:37,16.54,-9999
2025/02/17 21:58:53,-9999,16.53
2025/02/17 23:56:38,15.66,-9999
2025/02/17 23:58:53,-9999,15.65
2025/02/18 01:56:38,15.2,-9999
2025/02/18 01:58:53,-9999,15.18
2025/02/18 03:56:38,15.06,-9999
2025/02/18 03:58:53,-9999,15.04
2025/02/18 05:56:38,14.91,-9999
2025/02/18 05:58:53,-9999,14.92
2025/02/18 07:56:38,14.99,-9999
2025/02/18 07:58:53,-9999,15.04
2025/02/18 09:56:38,16.57,-9999
2025/02/18 09:58:53,-9999,16.66
2025/02/18 11:56:38,19.3,-9999
2025/02/18 11:58:54,-9999,19.44
2025/02/18 13:56:38,22.3,-9999
2025/02/18 13:58:53,-9999,22.34
2025/02/18 15:56:38,22.21,-9999
2025/02/18 15:58:53,-9999,22.25
2025/02/18 17:56:38,23.09,-9999
2025/02/18 17:58:53,-9999,23.05
2025/02/18 19:56:38,19.36,-9999
2025/02/18 19:58:53,-9999,19.28
2025/02/18 21:56:38,16.89,-9999
2025/02/18 21:58:54,-9999,16.83
2025/02/18 23:56:38,15.63,-9999
2025/02/18 23:58:53,-9999,15.6
2025/02/19 01:56:38,15.25,-9999
2025/02/19 01:58:54,-9999,15.29
2025/02/19 03:56:38,14.99,-9999
2025/02/19 03:58:53,-9999,14.96
2025/02/19 05:56:38,14.59,-9999
2025/02/19 05:58:53,-9999,14.62
2025/02/19 07:56:38,14.75,-9999
2025/02/19 07:58:54,-9999,14.75
2025/02/19 09:56:39,17.07,-9999
2025/02/19 09:58:54,-9999,17.12
2025/02/19 11:56:38,21.2,-9999
2025/02/19 11:58:53,-9999,21.24
2025/02/19 13:56:38,22.94,-9999
2025/02/19 13:58:53,-9999,22.94
2025/02/19 15:56:38,22.56,-9999
2025/02/19 15:58:53,-9999,22.54
2025/02/19 17:56:38,25.03,-9999
2025/02/19 17:58:53,-9999,25.02
2025/02/19 19:56:38,21.46,-9999
2025/02/19 19:58:54,-9999,21.38
2025/02/19 21:56:37,18.61,-9999
2025/02/19 21:58:53,-9999,18.6
2025/02/19 23:56:38,17.41,-9999
2025/02/19 23:58:53,-9999,17.39
2025/02/20 01:56:38,17.15,-9999
2025/02/20 01:58:54,-9999,17.12
2025/02/20 03:56:37,16.83,-9999
2025/02/20 03:58:53,-9999,16.86
2025/02/20 05:56:38,16.87,-9999
2025/02/20 05:58:54,-9999,16.94
2025/02/20 07:56:38,16.51,-9999
2025/02/20 07:58:53,-9999,16.53
2025/02/20 09:56:37,18.73,-9999
2025/02/20 09:58:53,-9999,18.8
2025/02/20 11:56:37,21.91,-9999
2025/02/20 11:58:53,-9999,21.98
2025/02/20 13:56:38,23.02,-9999
2025/02/20 13:58:54,-9999,23.03
2025/02/20 15:56:38,22.22,-9999
2025/02/20 15:58:54,-9999,22.2
2025/02/20 17:56:38,23.88,-9999
2025/02/20 17:58:53,-9999,23.8
2025/02/20 19:56:37,20.98,-9999
2025/02/20 19:58:53,-9999,20.95
2025/02/20 21:56:38,19.34,-9999
2025/02/20 21:58:54,-9999,19.32
2025/02/20 23:56:38,18.25,-9999
2025/02/20 23:58:53,-9999,18.22
2025/02/21 01:56:38,17.89,-9999
2025/02/21 01:58:54,-9999,17.78
2025/02/21 03:56:38,17.72,-9999
2025/02/21 03:58:53,-9999,17.64
2025/02/21 05:56:38,17.11,-9999
2025/02/21 05:58:53,-9999,17.17
2025/02/21 07:56:38,16.41,-9999
2025/02/21 07:58:53,-9999,16.41
2025/02/21 09:56:37,18.65,-9999
2025/02/21 09:58:53,-9999,18.7
2025/02/21 11:56:38,21.54,-9999
2025/02/21 11:58:54,-9999,21.57
2025/02/21 13:56:38,22.64,-9999
2025/02/21 13:58:54,-9999,22.62
2025/02/21 15:56:38,22.3,-9999
2025/02/21 15:58:53,-9999,22.29
2025/02/21 17:56:38,23.3,-9999
2025/02/21 17:58:53,-9999,23.26
2025/02/21 19:56:38,20.22,-9999
2025/02/21 19:58:53,-9999,20.18
2025/02/21 21:56:38,18.38,-9999
2025/02/21 21:58:53,-9999,18.37
2025/02/21 23:56:38,17.63,-9999
2025/02/21 23:58:54,-9999,17.61
2025/02/22 01:56:38,17.11,-9999
2025/02/22 01:58:53,-9999,17.09
2025/02/22 03:56:38,17.56,-9999
2025/02/22 03:58:54,-9999,17.55
2025/02/22 05:56:38,16.79,-9999
2025/02/22 05:58:54,-9999,16.78
2025/02/22 07:56:38,16.19,-9999
2025/02/22 07:58:54,-9999,16.18
2025/02/22 09:56:38,18.46,-9999
2025/02/22 09:58:54,-9999,18.55
2025/02/22 11:56:38,20.76,-9999
2025/02/22 11:58:54,-9999,20.81
2025/02/22 13:56:38,21.57,-9999
2025/02/22 13:58:53,-9999,21.57
2025/02/22 15:56:38,21.57,-9999
2025/02/22 15:58:54,-9999,21.55
2025/02/22 17:56:38,25.17,-9999
2025/02/22 17:58:54,-9999,25.14
2025/02/22 19:56:38,20.13,-9999
2025/02/22 19:58:53,-9999,20.07
2025/02/22 21:56:37,17.12,-9999
2025/02/22 21:58:53,-9999,17.09
2025/02/22 23:56:38,15.92,-9999
2025/02/22 23:58:54,-9999,15.88
2025/02/23 01:56:38,15.44,-9999
2025/02/23 01:58:54,-9999,15.43
2025/02/23 03:56:37,15.59,-9999
2025/02/23 03:58:53,-9999,15.6
2025/02/23 05:56:38,15.91,-9999
2025/02/23 05:58:53,-9999,15.91
2025/02/23 07:56:38,16.31,-9999
2025/02/23 07:58:53,-9999,16.36
2025/02/23 09:56:38,18.55,-9999
2025/02/23 09:58:54,-9999,18.58
2025/02/23 11:56:38,20.84,-9999
2025/02/23 11:58:54,-9999,20.88
2025/02/23 13:56:38,21.56,-9999
2025/02/23 13:58:53,-9999,21.58
2025/02/23 15:56:38,21.7,-9999
2025/02/23 15:58:53,-9999,21.71
2025/02/23 17:56:38,23.63,-9999
2025/02/23 17:58:54,-9999,23.56
2025/02/23 19:56:38,20.4,-9999
2025/02/23 19:58:53,-9999,20.36
2025/02/23 21:56:38,17.67,-9999
2025/02/23 21:58:54,-9999,17.66
2025/02/23 23:56:38,16.73,-9999
2025/02/23 23:58:54,-9999,16.71
2025/02/24 01:56:38,16.19,-9999
2025/02/24 01:58:54,-9999,16.18
2025/02/24 03:56:38,16.07,-9999
2025/02/24 03:58:54,-9999,16.08
2025/02/24 05:56:37,16.21,-9999
2025/02/24 05:58:53,-9999,16.21
2025/02/24 07:56:38,16.46,-9999
2025/02/24 07:58:53,-9999,16.47
2025/02/25 13:57:46,22.81,-9999
2025/02/25 14:00:02,-9999,22.79
2025/02/25 14:56:40,22.69,-9999
2025/02/25 14:58:56,-9999,22.7
2025/02/25 16:10:24,18.02,-9999
2025/02/25 16:12:40,-9999,4.355
2025/02/25 17:09:19,17.77,-9999
2025/02/25 17:11:35,-9999,18.01
2025/02/25 18:08:14,16.59,-9999
2025/02/25 18:10:29,-9999,17.5
2025/02/25 19:07:08,16.03,-9999
2025/02/25 19:09:24,-9999,16.01
2025/02/25 20:06:03,14.73,-9999
2025/02/25 20:08:18,-9999,14.83
2025/02/25 21:04:57,14.04,-9999
2025/02/25 21:07:12,-9999,13.93
2025/02/25 22:03:51,13.02,-9999
2025/02/25 22:06:07,-9999,13.34
2025/02/25 23:02:46,12.73,-9999
2025/02/25 23:05:01,-9999,4.106
2025/02/26 00:01:40,11.82,-9999
2025/02/26 00:03:56,-9999,12.09
2025/02/26 01:00:35,11.82,-9999
2025/02/26 01:02:50,-9999,11.89
2025/02/26 01:59:29,11.42,-9999
2025/02/26 02:01:45,-9999,11.39
2025/02/26 02:58:24,10.85,-9999
2025/02/26 03:00:40,-9999,10.94
2025/02/26 04:01:55,11.26,-9999
2025/02/26 04:04:11,-9999,11.17
2025/02/26 05:00:49,10.77,-9999
2025/02/26 05:03:05,-9999,10.77
2025/02/26 05:59:43,10.75,-9999
2025/02/26 06:01:59,-9999,10.82
2025/02/26 06:58:38,10.46,-9999
2025/02/26 07:00:53,-9999,10.7
2025/02/26 07:57:32,10.3,-9999
2025/02/26 07:59:48,-9999,10.58
2025/02/26 08:56:27,14.49,-9999
2025/02/26 08:58:42,-9999,15.66
2025/02/26 09:55:21,25.3,-9999
2025/02/26 09:57:37,-9999,26.3
2025/02/26 10:54:16,24.68,-9999
2025/02/26 10:56:31,-9999,25.29
2025/02/26 11:53:11,25.32,-9999
2025/02/26 11:55:26,-9999,32.87
2025/02/26 12:52:05,46.95,-9999
2025/02/26 12:54:21,-9999,46.95
2025/02/26 13:51:00,46.07,-9999
2025/02/26 13:53:15,-9999,46.14
2025/02/26 14:49:55,43.83,-9999
2025/02/26 14:52:10,-9999,43.07
2025/02/26 15:53:25,36.01,-9999
2025/02/26 15:55:41,-9999,38.94
2025/02/26 16:52:20,31.53,-9999
2025/02/26 16:54:35,-9999,28.95
2025/02/26 17:51:15,26.15,-9999
2025/02/26 17:53:30,-9999,26.1
2025/02/26 18:50:09,21.82,-9999
2025/02/26 18:52:25,-9999,22.04
2025/02/26 19:49:04,24.04,-9999
2025/02/26 19:51:20,-9999,23.92
2025/02/26 20:47:59,23.23,-9999
2025/02/26 20:50:15,-9999,23.32
2025/02/26 21:46:54,28.16,-9999
2025/02/26 21:49:10,-9999,22.66
2025/02/26 22:45:49,20.87,-9999
2025/02/26 22:48:05,-9999,23.31
2025/02/26 23:44:44,20.67,-9999
2025/02/26 23:47:00,-9999,19.81
2025/02/27 00:43:39,16.48,-9999
2025/02/27 00:45:54,-9999,18.12
2025/02/27 01:42:34,15.17,-9999
2025/02/27 01:44:49,-9999,14.97
2025/02/27 02:41:29,18.63,-9999
2025/02/27 02:43:45,-9999,18.29
2025/02/27 03:45:00,18.13,-9999
2025/02/27 03:47:16,-9999,18.43
2025/02/27 04:43:55,13.76,-9999
2025/02/27 04:46:11,-9999,13.74
2025/02/27 05:42:50,18.03,-9999
2025/02/27 05:45:06,-9999,18.2
2025/02/27 06:41:45,17.86,-9999
2025/02/27 06:44:01,-9999,15.8
2025/02/27 07:40:40,12.74,-9999
2025/02/27 07:42:56,-9999,12.95
2025/02/27 08:39:35,17.51,-9999
2025/02/27 08:41:51,-9999,17.02
2025/02/27 09:38:30,18.96,-9999
2025/02/27 09:40:46,-9999,17.88
2025/02/27 10:37:25,19.31,-9999
2025/02/27 10:39:41,-9999,18.73
2025/02/27 11:36:20,20.77,-9999
2025/02/27 11:38:36,-9999,19.8
2025/02/27 12:35:15,22.19,-9999
2025/02/27 12:37:31,-9999,22.31
2025/02/27 13:34:10,20.88,-9999
2025/02/27 13:36:26,-9999,21.38
2025/02/27 14:33:05,22.64,-9999
2025/02/27 14:35:21,-9999,22.85
2025/02/27 15:36:35,22.42,-9999
2025/02/27 15:38:51,-9999,21.68
